Id,n_Artifacts,RMSSD,meanNN,sdNN,cvNN,CVSD,medianNN,madNN,mcvNN,pNN50,pNN20,Triang,Shannon_h,ULF,VLF,LF,HF,VHF,Total_Power,LFn,HFn,LF/HF,LF/P,HF/P,DFA_1,Shannon,Sample_Entropy,Correlation_Dimension,Entropy_Multiscale,Entropy_SVD,Entropy_Spectral_VLF,Entropy_Spectral_LF,Entropy_Spectral_HF,Fisher_Info,Lyapunov,FD_Petrosian,FD_Higushi
124,0.000000,12.001372,974.404762,8.891369,0.009125,0.012317,971.666667,5.000000,0.005146,0.000000,7.142857,406714.172226,5.573894,0.000000,0.000000,1706697387.917256,13171191081.969275,1719328685.470638,22076070746.203697,0.114714,0.885286,0.129578,0.077310,0.596628,0.240738,2.865765,inf,0.404273,2.639057,0.053801,0.000650,0.000650,0.000650,0.981676,inf,1.037665,2.775657
125,0.307692,180.679545,938.703704,136.669722,0.145594,0.192478,941.666667,93.333333,0.099115,94.444444,94.444444,5648684.141932,5.492261,0.000000,0.000000,1515220695478.434570,2640020179930.711426,108838221636.894791,5808092807607.208008,0.364653,0.635347,0.573943,0.260881,0.454542,0.270399,4.058814,inf,0.265266,inf,0.425231,0.081295,0.081295,0.081295,0.748235,inf,1.074607,3.173614
126,0.000000,65.838607,873.333333,38.423806,0.043997,0.075388,876.666667,26.666667,0.030418,42.424242,75.757576,1791442.074075,5.533077,0.000000,0.000000,33411851904.208183,72316161591.289413,21773643633.068958,186000985468.368134,0.316017,0.683983,0.462025,0.179633,0.388795,0.422290,4.309101,inf,0.476136,1.343735,0.225175,0.010784,0.010784,0.010784,0.892398,inf,1.072509,2.768743
127,0.012658,28.611444,715.940171,29.918829,0.041790,0.039963,710.000000,16.666667,0.023474,7.692308,12.820513,3443036.465735,5.369812,0.000000,34579604635.927711,70038111108.264877,81990406333.926529,7755943159.890903,262139438279.038605,0.460691,0.539309,0.854223,0.267179,0.312774,0.856894,4.679526,1.047969,1.456775,1.268511,0.139047,0.010011,0.010011,0.010011,0.941666,nan,1.042607,1.939964
128,0.000000,15.460887,717.982456,21.596066,0.030079,0.021534,713.333333,13.333333,0.018692,0.000000,15.789474,889272.567057,5.410628,0.000000,0.000000,24923856246.983631,29848952628.532154,3373544264.012592,125881089521.350723,0.455041,0.544959,0.834999,0.197995,0.237120,1.021777,4.198604,1.343735,1.003221,2.890372,0.085031,0.005548,0.005548,0.005548,0.968183,inf,1.039276,2.428150
129,0.147541,67.615793,1023.589744,75.637728,0.073895,0.066058,1025.000000,36.666667,0.035772,30.769231,69.230769,6039994.306354,5.573894,0.000000,120215346663.207382,844865968592.809814,365854967751.254089,12079468186.718546,1701928728160.391602,0.697821,0.302179,2.309292,0.496417,0.214965,0.982658,5.026987,1.504077,0.918023,1.754019,0.203958,0.026692,0.026692,0.026692,0.905276,inf,1.048375,2.092807
130,0.918367,18.257419,617.500000,12.874034,0.020849,0.029567,618.333333,10.000000,0.016173,0.000000,25.000000,15651.876487,3.910956,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,nan,nan,nan,nan,nan,2.000000,inf,0.000000,inf,0.108615,0.002389,0.002389,0.002389,0.957062,inf,1.073828,nan
131,0.939394,71.232535,669.166667,43.493295,0.064996,0.106450,665.000000,31.666667,0.047619,50.000000,75.000000,140507.416392,4.476456,0.000000,0.000000,227172089363.870331,213349826430.846252,0.000000,804825212329.725952,0.515689,0.484311,1.064787,0.282263,0.265088,nan,2.000000,inf,-0.000000,inf,0.273924,0.029538,0.029538,0.029538,0.861044,inf,1.073828,nan
132,0.030303,22.647367,860.520833,16.593590,0.019283,0.026318,860.000000,6.666667,0.007752,6.250000,9.375000,565860.534577,4.463316,0.000000,0.000000,20871717989.409813,39421299689.250282,5127276593.126816,96774161389.541168,0.346171,0.653829,0.529453,0.215674,0.407354,1.062282,3.230338,inf,1.003499,2.197225,0.100013,0.002587,0.002587,0.002587,0.961204,inf,1.062198,2.498257
133,0.000000,9.606454,738.288288,15.368350,0.020816,0.013012,736.666667,13.333333,0.018100,0.000000,2.702703,550889.014119,5.410628,0.000000,0.000000,9101828854.562456,18495487905.479271,629173006.942818,58054829181.937790,0.329808,0.670192,0.492111,0.156780,0.318587,1.324916,3.938655,inf,0.761519,2.302585,0.056024,0.002878,0.002878,0.002878,0.980768,inf,1.017713,2.107821
134,0.857143,24.119412,629.333333,20.283702,0.032230,0.038325,623.333333,16.666667,0.026738,0.000000,40.000000,420407.776550,5.614710,0.000000,45803396574.606491,85504838787.111710,6352012262.511109,35962630.473835,214988548385.439972,0.930849,0.069151,13.461063,0.397718,0.029546,nan,3.240224,inf,0.257232,inf,0.133901,0.006034,0.006034,0.006034,0.944348,inf,1.076897,2.884462
135,0.064516,98.141459,904.597701,69.610103,0.076951,0.108492,906.666667,33.333333,0.036765,41.379310,72.413793,2539936.270416,4.995026,0.000000,0.000000,154911751502.824493,859788007083.667969,99034828280.572174,1732460812434.121826,0.152668,0.847332,0.180174,0.089417,0.496281,0.634402,4.418157,1.673976,0.855366,1.734601,0.292057,0.028206,0.028206,0.028206,0.848762,inf,1.055334,2.791228
136,0.000000,8.146043,756.036036,15.231502,0.020147,0.010775,753.333333,6.666667,0.008850,0.000000,2.702703,650068.100638,5.336962,0.000000,0.000000,16156892274.967070,4172108112.076840,1205041303.289982,44203758819.625000,0.794771,0.205229,3.872597,0.365509,0.094384,1.135716,3.495239,2.302585,1.099258,0.773190,0.047541,0.002714,0.002714,0.002714,0.984188,inf,1.034961,1.956974
137,0.225806,89.650421,862.638889,77.472009,0.089808,0.103926,903.333333,18.333333,0.020295,29.166667,41.666667,936810.653639,5.379816,0.000000,0.000000,291490807792.018188,890164998788.580444,29109892404.351963,2141490620493.081299,0.246680,0.753320,0.327457,0.136116,0.415675,1.149682,3.823935,1.134980,0.988643,2.772589,0.282618,0.037002,0.037002,0.037002,0.855197,inf,1.050977,3.049648
138,0.260870,88.760758,1058.627451,72.792121,0.068761,0.083845,1030.000000,26.666667,0.025890,52.941176,76.470588,959875.630086,5.050394,0.000000,0.000000,174040092097.188263,569237389829.168823,12022536859.106342,1215644558532.032959,0.234152,0.765848,0.305743,0.143167,0.468260,nan,3.969816,0.916291,0.812663,inf,0.242970,0.022769,0.022769,0.022769,0.881236,inf,1.064820,3.103761
139,0.000000,27.186034,971.666667,65.989376,0.067914,0.027979,1000.000000,30.000000,0.030000,10.000000,36.666667,1922834.118792,5.492261,0.000000,0.000000,391258937175.794556,63765075986.208145,5891308862.853567,1085868463788.355957,0.859864,0.140136,6.135944,0.360319,0.058723,1.750861,4.415061,0.916291,0.994072,1.446919,0.104401,0.022814,0.022814,0.022814,0.959103,inf,1.049315,2.055018
140,0.000000,14.841207,790.952381,11.363611,0.014367,0.018764,796.666667,6.666667,0.008368,0.000000,20.000000,533156.063283,5.492261,0.000000,0.000000,3847721591.478165,20076199747.502613,2162432101.184635,33913026142.195152,0.160832,0.839168,0.191656,0.113459,0.591991,0.101215,3.211585,2.484907,0.473936,2.833213,0.076092,0.001476,0.001476,0.001476,0.972198,inf,1.025228,2.533558
141,0.363636,88.128694,1219.523810,94.794940,0.077731,0.072265,1256.666667,35.000000,0.027851,21.428571,78.571429,852459.185384,5.201145,0.000000,0.000000,712568947193.990479,197939545495.353394,1470093830.140388,2148810257409.133789,0.782605,0.217395,3.599932,0.331611,0.092116,nan,3.378783,0.693147,0.751751,1.098612,0.218438,0.027767,0.027767,0.027767,0.896538,inf,1.053295,nan
142,0.918367,77.888810,680.000000,64.002315,0.094121,0.114542,678.333333,38.333333,0.056511,75.000000,75.000000,350409.222107,5.158291,0.000000,0.000000,0.000000,1731729663130.662842,0.000000,6607888135059.120117,0.000000,1.000000,0.000000,0.000000,0.262070,nan,2.000000,inf,-0.000000,inf,0.292306,0.032071,0.032071,0.032071,0.848591,inf,1.000000,nan
143,0.000000,30.213362,676.565657,26.737989,0.039520,0.044657,670.000000,16.666667,0.024876,12.121212,48.484848,1367647.971665,5.573894,0.000000,0.000000,31326496037.867599,62040495954.981277,13707222841.167923,152093386374.406006,0.335520,0.664480,0.504936,0.205969,0.407911,0.898664,4.089552,2.079442,0.608080,2.484907,0.151239,0.008937,0.008937,0.008937,0.935189,inf,1.046933,2.618753
144,0.138889,94.653364,766.559140,73.618053,0.096037,0.123478,783.333333,43.333333,0.055319,51.612903,67.741935,3504140.642976,5.410628,0.000000,0.000000,1048802538277.318604,1578801337707.563477,105087456082.420166,4341467420251.109863,0.399148,0.600852,0.664303,0.241578,0.363656,0.759969,4.736297,0.587787,0.853793,1.609438,0.318854,0.041114,0.041114,0.041114,0.829999,inf,1.064756,2.701105
145,0.125000,61.010017,973.333333,59.348313,0.060974,0.062682,993.333333,26.666667,0.026846,28.571429,57.142857,122698.289061,5.191141,0.000000,0.000000,0.000000,52315062532.323593,0.000000,176424156510.391418,0.000000,1.000000,0.000000,0.000000,0.296530,nan,2.807355,inf,0.000000,inf,0.193925,0.017082,0.017082,0.017082,0.911201,inf,1.029397,nan
146,0.840000,226.901139,772.083333,136.241353,0.176459,0.293882,718.333333,61.666667,0.085847,75.000000,87.500000,2946508.508334,5.451445,0.000000,0.000000,15102781172046.843750,9131852479539.328125,3861611798.796810,37590326574299.984375,0.623190,0.376810,1.653857,0.401773,0.242931,nan,3.000000,inf,0.000000,inf,0.551445,0.114624,0.114624,0.114624,0.635257,inf,1.096104,nan
147,0.000000,57.184661,1010.246914,41.395796,0.040976,0.056605,1016.666667,20.000000,0.019672,18.518519,48.148148,1252248.243601,5.272773,0.000000,0.000000,33587287437.352043,290504608627.591553,29509197047.802513,468354727208.267761,0.103635,0.896365,0.115617,0.071713,0.620266,0.468813,4.162295,1.704748,0.736310,inf,0.181864,0.009464,0.009464,0.009464,0.918181,inf,1.052241,3.045588
148,0.000000,39.091536,884.623656,53.753053,0.060764,0.044190,900.000000,46.666667,0.051852,12.903226,67.741935,1341318.480123,5.451445,0.000000,0.000000,119089682340.726730,296660476384.947754,4142297350.788928,757882417224.833008,0.286445,0.713555,0.401434,0.157135,0.391433,1.132771,4.567100,2.302585,0.602049,2.014903,0.149612,0.018855,0.018855,0.018855,0.936063,inf,1.036636,2.450008
149,0.981818,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
150,0.086957,48.511167,1093.492063,53.990495,0.049374,0.044364,1076.666667,26.666667,0.024768,19.047619,38.095238,1218685.745944,5.395222,0.000000,0.000000,355360409779.054932,181707671024.511017,2476091248.426550,843222851545.821899,0.661667,0.338333,1.955671,0.421431,0.215492,1.407100,3.916127,1.791759,0.520417,inf,0.150505,0.012980,0.012980,0.012980,0.935584,inf,1.066646,2.497449
151,0.000000,19.498932,862.929293,20.594592,0.023866,0.022596,863.333333,13.333333,0.015444,0.000000,24.242424,1257667.276919,5.369812,0.000000,0.000000,19937798493.113701,29760339540.734192,4603612535.534550,94757667603.697235,0.401178,0.598822,0.669945,0.210408,0.314068,0.809795,3.775476,0.980829,0.822575,1.791759,0.088264,0.003662,0.003662,0.003662,0.966703,inf,1.050175,2.633602
152,0.028571,62.170525,852.647059,50.238433,0.058921,0.072915,850.000000,20.000000,0.023529,14.705882,60.294118,3564413.633123,5.272773,0.000000,61055487445.946068,268615646044.704163,425307671668.766724,25727334209.250404,942118161218.510254,0.387097,0.612903,0.631580,0.285119,0.451438,0.726917,4.427024,0.657301,1.168448,1.310945,0.219468,0.018167,0.018167,0.018167,0.895908,inf,1.034905,2.251461
153,0.100000,26.025957,948.888889,49.691355,0.052368,0.027428,960.000000,23.333333,0.024306,3.703704,29.629630,1362759.870592,5.410628,0.000000,0.000000,99912892678.783752,103405404627.812210,2570544015.539328,530873240235.359558,0.491411,0.508589,0.966225,0.188205,0.194784,1.466158,4.310443,inf,0.898624,inf,0.102872,0.014517,0.014517,0.014517,0.959838,inf,1.035179,2.204128
154,0.090909,36.514837,873.444444,49.900156,0.057130,0.041806,863.333333,28.333333,0.032819,13.333333,56.666667,1581530.584389,5.451445,0.000000,0.000000,108817985640.194031,294128705921.014893,1314714895.482569,757814407672.458862,0.270056,0.729944,0.369967,0.143595,0.388128,1.387565,4.481728,inf,0.716274,2.079442,0.143859,0.016935,0.016935,0.016935,0.939130,inf,1.026942,2.770448
155,0.526316,68.516016,648.888889,55.277080,0.085187,0.105590,640.000000,23.333333,0.036458,22.222222,44.444444,763628.037880,5.068692,0.000000,0.000000,0.000000,1367881729431.692627,0.000000,4525473057624.953125,0.000000,1.000000,0.000000,0.000000,0.302263,nan,3.169925,inf,0.469993,inf,0.285636,0.031253,0.031253,0.031253,0.853149,inf,1.080463,nan
156,0.000000,13.104090,827.843137,14.813824,0.017894,0.015829,826.666667,10.000000,0.012097,0.000000,14.705882,545701.181621,5.573894,0.000000,0.000000,18369124009.916191,5220753147.863815,2274914726.618356,55760497720.240143,0.778687,0.221313,3.518482,0.329429,0.093628,1.213314,3.771902,1.386294,0.545914,1.609438,0.066120,0.002219,0.002219,0.002219,0.976536,inf,1.057607,2.463581
157,0.269231,134.538535,756.315789,100.073397,0.132317,0.177887,736.666667,6.666667,0.009050,26.315789,26.315789,888331.079131,5.410628,0.000000,0.000000,1311954463153.619385,2228440577043.783691,14889397011.006388,7828570631954.078125,0.370567,0.629433,0.588732,0.167585,0.284655,0.884433,2.860321,0.382992,0.298752,0.916291,0.407374,0.068781,0.068781,0.068781,0.762787,inf,1.082836,2.599782
158,0.680000,361.001693,846.250000,208.550839,0.246441,0.426590,760.000000,100.000000,0.131579,75.000000,87.500000,2196051.568084,5.379816,0.000000,0.000000,19005232822204.359375,9985686135924.761719,112891884086.436691,44371474203663.734375,0.655558,0.344442,1.903248,0.428321,0.225047,nan,3.000000,inf,0.000000,inf,0.669875,0.203723,0.203723,0.203723,0.511149,inf,1.096104,nan
159,0.173913,6.027963,630.350877,12.610817,0.020006,0.009563,630.000000,10.000000,0.015873,0.000000,0.000000,570338.745810,5.573894,0.000000,0.000000,27673993966.008507,8018434129.553805,209311976.796157,79530990695.461517,0.775346,0.224654,3.451297,0.347965,0.100822,1.226257,3.671187,1.098612,0.834508,1.609438,0.042859,0.002690,0.002690,0.002690,0.986019,inf,1.022732,2.100791
160,0.000000,22.469115,836.666667,25.900450,0.030957,0.026856,840.000000,16.666667,0.019841,3.030303,30.303030,1508819.513407,5.573894,0.000000,0.000000,36610639239.533401,56528213326.120544,4539624783.838802,160956063750.370636,0.393076,0.606924,0.647653,0.227457,0.351203,1.046981,4.089552,inf,0.651288,2.397895,0.101365,0.005812,0.005812,0.005812,0.960559,inf,1.043678,2.455085
161,0.176471,36.138385,750.476190,22.412494,0.029864,0.048154,753.333333,3.333333,0.004425,14.285714,21.428571,174978.330095,4.816354,0.000000,0.000000,0.000000,120224492122.971741,0.000000,303435312708.074524,0.000000,1.000000,0.000000,0.000000,0.396211,nan,2.263809,0.367725,1.050196,0.182322,0.160783,0.005896,0.005896,0.005896,0.930001,inf,1.063779,nan
162,0.120000,111.452650,1070.757576,75.843977,0.070832,0.104088,1061.666667,50.000000,0.047096,59.090909,86.363636,1963908.273192,5.451445,0.000000,0.000000,148647700702.949524,650143177347.533203,77438894236.146011,1374223960458.427734,0.186091,0.813909,0.228638,0.108168,0.473098,0.731450,4.277613,inf,0.184169,inf,0.284186,0.027773,0.027773,0.027773,0.854134,inf,1.073701,3.202120
163,0.187500,12.546211,915.897436,8.515111,0.009297,0.013698,916.666667,3.333333,0.003636,0.000000,7.692308,41427.050622,5.201145,0.000000,0.000000,0.000000,7029321343.186497,0.000000,13643117558.065754,0.000000,1.000000,0.000000,0.000000,0.515228,nan,2.873141,inf,0.185346,inf,0.058712,0.000641,0.000641,0.000641,0.979658,inf,1.082308,nan
164,0.000000,4.164634,689.682540,3.951572,0.005730,0.006038,690.000000,3.333333,0.004831,0.000000,0.000000,159493.884249,5.476855,0.000000,0.000000,872711513.099176,1415839377.696991,151530327.218836,3521050626.845510,0.381338,0.618662,0.616392,0.247855,0.402107,1.016475,2.192846,1.034074,-0.000000,1.992430,0.029533,0.000282,0.000282,0.000282,0.990985,inf,1.024946,2.235096
165,0.013889,11.865650,803.755869,22.768187,0.028327,0.014763,803.333333,13.333333,0.016598,0.000000,5.633803,2673802.164600,5.476855,0.000000,20813480879.146564,50976744108.672188,12049577545.197361,749194920.778593,122692233408.100342,0.808817,0.191183,4.230584,0.415485,0.098210,1.403948,4.299042,1.121341,1.313733,1.808289,0.062466,0.005040,0.005040,0.005040,0.978087,inf,1.034359,1.686994
166,0.333333,142.165787,1079.444444,96.813614,0.089688,0.131703,1106.666667,3.333333,0.003012,16.666667,16.666667,431112.008957,4.716424,0.000000,0.000000,699373699181.944824,1063237124956.092163,19158216571.086311,2849627231433.282715,0.396783,0.603217,0.657778,0.245426,0.373114,0.075890,2.552180,0.182322,0.158258,0.405465,0.333719,0.038482,0.038482,0.038482,0.819277,inf,1.060009,3.141531
167,0.000000,5.157453,811.764706,17.983069,0.022153,0.006353,815.000000,11.666667,0.014315,0.000000,0.000000,429712.837533,5.436039,0.000000,0.000000,28209670715.699211,3065626047.805604,348076579.882831,70372958109.132416,0.901979,0.098021,9.201928,0.400860,0.043563,1.632330,3.679395,1.067841,0.944241,2.564949,0.029356,0.003218,0.003218,0.003218,0.991048,inf,1.026175,1.713900
168,0.151515,53.085846,812.738095,32.331279,0.039781,0.065317,820.000000,10.000000,0.012195,42.857143,50.000000,803031.787817,5.533077,0.000000,0.000000,38773034277.446274,197173781499.488953,16334257313.578396,337084050266.678101,0.164330,0.835670,0.196644,0.115025,0.584940,0.411230,3.607011,0.955511,0.940674,1.871802,0.202258,0.009009,0.009009,0.009009,0.906288,inf,1.061872,2.961525
169,0.943396,49.721446,627.777778,42.470033,0.067651,0.079202,606.666667,6.666667,0.010989,33.333333,33.333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
170,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
171,0.000000,21.560725,757.105263,22.383110,0.029564,0.028478,765.000000,11.666667,0.015251,2.631579,31.578947,1163217.462025,5.492261,0.000000,0.000000,24712836650.973534,49478148808.286568,3804722004.194054,123190434181.620117,0.333098,0.666902,0.499470,0.200607,0.401640,0.923283,3.882814,1.145132,0.995026,inf,0.106400,0.005377,0.005377,0.005377,0.958137,inf,1.036547,2.160948
172,1.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
173,0.178571,179.307027,991.449275,112.460211,0.113430,0.180853,1020.000000,83.333333,0.081699,91.304348,91.304348,4371085.577701,5.132880,0.000000,0.000000,186266614646.698151,1393842670050.595703,304362463548.156250,2454801053242.740234,0.117882,0.882118,0.133635,0.075878,0.567803,0.234383,4.436605,1.252763,0.778602,1.791759,0.409447,0.053768,0.053768,0.053768,0.761115,inf,1.084948,2.709725
174,0.093750,28.389300,794.712644,23.979443,0.030174,0.035723,800.000000,16.666667,0.020833,6.896552,6.896552,741743.648045,5.173697,0.000000,0.000000,43452850669.719513,65090840120.594315,5652013292.431648,157249049904.117462,0.400326,0.599674,0.667572,0.276331,0.413935,1.199992,3.952303,0.965081,1.076231,1.252763,0.127329,0.005533,0.005533,0.005533,0.947727,inf,1.032082,2.527505
175,0.000000,32.732684,802.685185,51.032635,0.063577,0.040779,816.666667,26.666667,0.032653,16.666667,41.666667,2340198.023879,5.395222,0.000000,0.000000,188841382560.190857,171755496466.064636,2867867432.829147,646395773218.170410,0.523691,0.476309,1.099478,0.292145,0.265713,1.183555,4.593400,1.609438,0.960446,2.079442,0.140832,0.020486,0.020486,0.020486,0.940729,inf,1.027324,2.392846
176,0.000000,38.292328,934.516129,29.259823,0.031310,0.040976,940.000000,13.333333,0.014184,4.838710,41.935484,2466624.426364,5.068692,0.000000,3113995560.108826,8803464489.416536,79208128579.864212,14831077736.011757,115640545733.986572,0.100026,0.899974,0.111143,0.076128,0.684951,0.268917,4.125163,1.294727,1.238256,1.473306,0.141596,0.006015,0.006015,0.006015,0.940326,inf,1.043359,2.179865
177,0.100000,150.702061,841.851852,108.424463,0.128793,0.179013,830.000000,53.333333,0.064257,88.888889,88.888889,1256156.461690,5.150324,0.000000,0.000000,0.000000,630564190367.577148,0.000000,2268525570682.233398,0.000000,1.000000,0.000000,0.000000,0.277962,nan,2.947703,inf,0.000000,inf,0.406430,0.062437,0.062437,0.062437,0.763547,inf,1.060405,nan
178,0.000000,11.310182,719.583333,16.122528,0.022405,0.015718,716.666667,8.333333,0.011628,0.000000,12.500000,627921.609078,5.084098,0.000000,0.000000,20931369230.075027,21692699158.725826,1389709244.325922,78837028331.444870,0.491069,0.508931,0.964904,0.265502,0.275159,1.348375,3.906198,1.609438,1.052062,2.302585,0.065782,0.003288,0.003288,0.003288,0.976681,inf,1.039379,2.026897
179,0.720930,154.857380,943.333333,137.979650,0.146268,0.164160,960.000000,110.000000,0.114583,58.333333,83.333333,1665341.649208,5.272773,0.000000,0.000000,512032181588.877686,839672613496.901611,0.000000,2243267154808.455078,0.378805,0.621195,0.609800,0.228253,0.374308,nan,3.418296,inf,0.177270,inf,0.378591,0.091801,0.091801,0.091801,0.785533,inf,1.053041,nan
180,0.023810,14.738461,922.845528,26.337141,0.028539,0.015971,920.000000,16.666667,0.018116,0.000000,14.634146,1377828.100714,5.573894,0.000000,0.000000,117369941515.811829,26516803475.965549,562084790.433577,270262489001.486694,0.815711,0.184289,4.426248,0.434281,0.098115,1.134289,4.064392,1.791759,0.869326,1.945910,0.066666,0.005060,0.005060,0.005060,0.976303,inf,1.035707,2.028993
181,0.567568,29.677277,624.583333,20.362456,0.032602,0.047515,618.333333,11.666667,0.018868,6.250000,50.000000,456159.109682,5.158291,0.000000,0.000000,6729798674.713126,39614261387.859383,855617845.313216,67170866661.281265,0.145214,0.854786,0.169883,0.100189,0.589754,nan,3.024397,inf,0.526407,inf,0.157673,0.007146,0.007146,0.007146,0.931703,inf,1.087526,2.851327
182,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
183,0.029412,47.686039,821.313131,42.970754,0.052320,0.058061,823.333333,16.666667,0.020243,6.060606,9.090909,2268516.120976,4.900025,0.000000,0.000000,212825656485.082092,234972632799.647858,5785663207.418865,805309993460.530884,0.475271,0.524729,0.905747,0.264278,0.291779,1.541736,4.187889,0.810930,1.189337,2.484907,0.185053,0.014581,0.014581,0.014581,0.916351,inf,1.027189,2.231864
184,0.037037,50.022217,922.307692,53.713389,0.058238,0.054236,921.666667,16.666667,0.018083,15.384615,38.461538,1040787.972384,5.354406,0.000000,0.000000,304415401306.879028,305971459859.884521,7537008401.535407,911704199345.396362,0.498725,0.501275,0.994914,0.333897,0.335604,1.364435,4.209867,1.011601,0.936126,2.079442,0.175623,0.017726,0.017726,0.017726,0.921731,inf,1.018672,2.726552
185,0.000000,40.633867,861.818182,83.191394,0.096530,0.047149,910.000000,36.666667,0.040293,27.272727,36.363636,377389.777092,4.596867,0.000000,0.000000,0.000000,416949184104.112305,0.000000,1588907603851.732910,0.000000,1.000000,0.000000,0.000000,0.262412,nan,3.095795,0.693147,0.901816,inf,0.150868,0.039346,0.039346,0.039346,0.935389,inf,1.030160,nan
186,0.075000,10.872437,718.738739,7.791708,0.010841,0.015127,720.000000,6.666667,0.009259,0.000000,5.405405,437385.374610,5.533077,0.000000,0.000000,3741049777.396737,7448311903.740282,1218182552.335389,19054200947.556129,0.334340,0.665660,0.502268,0.196337,0.390901,0.631213,3.161063,inf,0.284615,inf,0.063778,0.000888,0.000888,0.000888,0.977533,inf,1.060063,2.395022
187,0.000000,4.066629,656.590909,11.557935,0.017603,0.006194,661.666667,8.333333,0.012594,0.000000,0.000000,364469.392929,5.533077,0.000000,0.000000,12064941088.422462,1097721583.793660,180159085.698113,30286089384.861374,0.916603,0.083397,10.990894,0.398366,0.036245,1.460097,3.231857,1.252763,1.053526,1.531476,0.030016,0.002144,0.002144,0.002144,0.990811,inf,1.028131,1.983100
188,0.060606,45.448383,877.956989,37.353937,0.042546,0.051766,890.000000,3.333333,0.003745,12.903226,16.129032,434267.534919,4.841765,0.000000,0.000000,75859598012.416382,126742879248.483459,4406821896.575282,328140626295.132690,0.374426,0.625574,0.598531,0.231180,0.386246,1.104219,3.041197,0.271596,1.059186,0.306730,0.169678,0.010152,0.010152,0.010152,0.925073,inf,1.050815,2.597630
189,0.088235,20.009257,854.838710,20.617122,0.024118,0.023407,853.333333,16.666667,0.019531,3.225806,25.806452,1025847.279833,5.313590,0.000000,0.000000,38116720494.003029,48623617645.138222,1088523523.411250,136148989916.620132,0.439435,0.560565,0.783914,0.279963,0.357135,1.029266,4.042433,2.079442,0.103054,inf,0.091002,0.003725,0.003725,0.003725,0.965439,inf,1.043757,2.857799
190,0.128205,11.532417,745.098039,21.621714,0.029019,0.015478,745.000000,13.333333,0.017897,0.000000,5.882353,610706.546844,5.492261,0.000000,0.000000,32887348362.257229,20632779654.608704,341366209.451776,100237040622.134354,0.614486,0.385514,1.593937,0.328096,0.205840,1.423552,4.020855,1.504077,0.900771,1.098612,0.064217,0.005197,0.005197,0.005197,0.977346,inf,1.038906,2.288386
191,0.000000,12.526067,847.156863,15.178674,0.017917,0.014786,845.000000,8.333333,0.009862,0.000000,14.705882,750625.667353,5.517671,0.000000,0.000000,13141187476.551638,14133716920.731638,396564633.016341,51190921074.615829,0.481805,0.518195,0.929776,0.256709,0.276098,1.013721,3.782624,inf,0.858772,2.397895,0.062494,0.002199,0.002199,0.002199,0.978075,inf,1.035744,2.194982
192,0.621622,137.914875,748.333333,96.633504,0.129132,0.184296,728.333333,31.666667,0.043478,21.428571,35.714286,627065.397569,4.859209,0.000000,0.000000,496403922820.221191,1082228764369.436035,5601867368.919465,3095986226699.628418,0.314452,0.685548,0.458687,0.160338,0.349559,nan,3.664498,1.791759,0.862877,0.693147,0.415683,0.070578,0.070578,0.070578,0.756058,inf,1.063779,nan
193,0.035714,59.764495,1019.506173,58.687232,0.057564,0.058621,1020.000000,23.333333,0.022876,7.407407,29.629630,1696346.268755,5.191141,0.000000,0.000000,256457201196.793762,188313288536.448273,3893438258.873505,749787085458.833374,0.576606,0.423394,1.361865,0.342040,0.251156,1.144750,4.208410,1.321756,0.767077,inf,0.185786,0.017101,0.017101,0.017101,0.915928,inf,1.039475,2.357043
194,0.000000,28.008858,642.045455,18.075579,0.028153,0.043624,636.666667,8.333333,0.013089,4.545455,40.909091,953373.019605,5.492261,0.000000,0.000000,4167791402.835229,27238445131.775070,6732462490.670203,51421609251.047752,0.132706,0.867294,0.153011,0.081051,0.529708,0.448151,3.677531,1.435085,1.103981,2.001480,0.148853,0.005342,0.005342,0.005342,0.936470,inf,1.052825,2.324644
195,0.000000,31.648602,817.904762,21.283731,0.026022,0.038695,816.666667,10.000000,0.012245,11.428571,42.857143,987528.032106,5.533077,0.000000,0.000000,9930953179.810642,54238050334.993408,6084895391.368674,87520734576.003220,0.154762,0.845238,0.183099,0.113470,0.619717,0.223957,3.737024,2.484907,0.863351,1.757858,0.135583,0.004279,0.004279,0.004279,0.943475,inf,1.058504,2.715788
